Path,Extension,TopLevelArea,LineCount,NonblankNoncommentLineCount,Category,CurrentRole,MainLine,DirectCallers,DynamicCallRisk,TestCoverage,DocumentationReferences,Decision,TargetPathOrReplacement,Risk,RequiredValidation,Evidence,Notes
examples/mrlfe/sweeps/mrlfe_sweep_mu_A0Like.m,.m,examples,24,14,examples and diagnostics,"executable example or diagnostic",0,tests/models/mrlfe/test_mrlfe_maintained_entrypoints_naming.m;tests/runners/run_mrlfe_smoke_tests.m,none found,tests/models/mrlfe/test_mrlfe_maintained_entrypoints_naming.m;tests/runners/run_mrlfe_smoke_tests.m,README.md;docs/models/mrlfe/current_sweeps.md;docs/repository/maintained_entrypoints.md;docs/workflows/sweeps/parametric_sweeps.md,retain,,low,"startup resolution and focused manual execution",git-tracked; exact token callers=2; test references=2; documentation references=4,""
examples/mrlfe/sweeps/mrlfe_sweep_mu_S0Like.m,.m,examples,24,14,examples and diagnostics,"executable example or diagnostic",0,tests/models/mrlfe/test_mrlfe_maintained_entrypoints_naming.m;tests/runners/run_mrlfe_smoke_tests.m,none found,tests/models/mrlfe/test_mrlfe_maintained_entrypoints_naming.m;tests/runners/run_mrlfe_smoke_tests.m,README.md;docs/models/mrlfe/current_sweeps.md;docs/repository/maintained_entrypoints.md;docs/workflows/sweeps/parametric_sweeps.md,retain,,low,"startup resolution and focused manual execution",git-tracked; exact token callers=2; test references=2; documentation references=4,""
examples/mrlfe/sweeps/mrlfe_sweep_thickness_A0Like.m,.m,examples,24,14,examples and diagnostics,"executable example or diagnostic",0,tests/models/mrlfe/test_mrlfe_maintained_entrypoints_naming.m;tests/runners/run_mrlfe_smoke_tests.m,none found,tests/models/mrlfe/test_mrlfe_maintained_entrypoints_naming.m;tests/runners/run_mrlfe_smoke_tests.m,README.md;docs/models/mrlfe/current_sweeps.md;docs/repository/maintained_entrypoints.md;docs/workflows/sweeps/parametric_sweeps.md,retain,,low,"startup resolution and focused manual execution",git-tracked; exact token callers=2; test references=2; documentation references=4,""
examples/mrlfe/sweeps/mrlfe_sweep_thickness_S0Like.m,.m,examples,6,5,examples and diagnostics,"executable example or diagnostic",0,tests/models/mrlfe/test_mrlfe_maintained_entrypoints_naming.m;tests/runners/run_mrlfe_smoke_tests.m,none found,tests/models/mrlfe/test_mrlfe_maintained_entrypoints_naming.m;tests/runners/run_mrlfe_smoke_tests.m,README.md;docs/models/mrlfe/current_sweeps.md;docs/repository/maintained_entrypoints.md;docs/workflows/sweeps/parametric_sweeps.md,retain,,low,"startup resolution and focused manual execution",git-tracked; exact token callers=2; test references=2; documentation references=4,""
models/mrlfe/api/mrlfeDefaultOptions.m,.m,models,14,12,main production line,"public API or production solver helper",1,models/mrlfe/configuration/mrlfeResolveConfiguration.m;tests/models/mrlfe/test_mrlfe_public_contract_defaults.m;tests/runners/run_mrlfe_public_contract_tests.m,none found,tests/models/mrlfe/test_mrlfe_public_contract_defaults.m;tests/runners/run_mrlfe_public_contract_tests.m,docs/models/mrlfe/public_api.md;docs/repository/maintained_entrypoints.md,retain,,high,"public contract, production core, quick smoke",git-tracked; exact token callers=3; test references=2; documentation references=2,""
models/mrlfe/api/mrlfeDefaultParameters.m,.m,models,12,10,main production line,"public API or production solver helper",1,analysis/mrlfe/mrlfeBuildFitSolveRequest.m;analysis/mrlfe/mrlfeBuildGuiSolveRequest.m;analysis/mrlfe/mrlfeBuildSweepSolveRequest.m;models/mrlfe/configuration/mrlfeResolveConfiguration.m;tests/models/mrlfe/test_mrlfe_public_contract_defaults.m;tests/runners/run_mrlfe_public_contract_tests.m,none found,tests/models/mrlfe/test_mrlfe_public_contract_defaults.m;tests/runners/run_mrlfe_public_contract_tests.m,docs/models/mrlfe/public_api.md;docs/repository/maintained_entrypoints.md,retain,,high,"public contract, production core, quick smoke",git-tracked; exact token callers=6; test references=2; documentation references=2,""
models/mrlfe/api/mrlfeSolve.m,.m,models,12,8,main production line,"public API or production solver helper",1,analysis/execution_profiles/benchmarkMRLFEExecutionProfiles.m;analysis/mrlfe/mrlfeBuildSweepSolveRequest.m;analysis/mrlfe/mrlfeEvaluateFitModel.m;analysis/test_inventory/buildTestInventory.m;app/adapters/guiFitMRLFESolver.m;app/adapters/guiRunMRLFEModel.m;app/adapters/guiRunMRLFESweep.m;examples/mrlfe/diagnostics/run_mrlfe_targeted_grid_validation.m;examples/mrlfe/diagnostics/validate_grid_presets.m;models/rayleigh_lamb/core/rlComputeFundamentalLambModes.m;tests/app/execution_profiles/test_execution_profile_cleanup_contract.m;tests/app/execution_profiles/test_execution_profile_state_transition_contract.m;tests/app/execution_profiles/test_execution_profile_surface_metadata.m;tests/app/execution_profiles/test_gui_execution_profile_normalization.m;tests/app/execution_profiles/test_model_execution_profile_resolvers.m;tests/app/execution_profiles/test_mrlfe_execution_profile_benchmark_contract.m;tests/app/fitting/test_fit_tool_interaction_helpers.m;tests/app/fitting/test_fit_tool_model_registry_contract.m;tests/app/fitting/test_gui_fit_registry_contract.m;tests/app/fitting/test_mrlfe_fit_public_solver_characterization.m;tests/app/fitting/test_mrlfe_fit_uses_public_solver.m;tests/app/gui/test_mrlfe_main_gui_characterization.m;tests/app/gui/test_mrlfe_main_gui_uses_public_solver.m;tests/app/sweeps/test_mrlfe_sweep_point_characterization.m;tests/app/sweeps/test_mrlfe_sweep_uses_public_solver.m;tests/models/acoustoelastic_iop_hgo/test_acoustoelastic_iop_hgo_atlasA0_smoke.m;tests/models/acoustoelastic_iop_hgo/test_acoustoelastic_iop_hgo_branch_persistence_refinement.m;tests/models/acoustoelastic_iop_hgo/test_acoustoelastic_iop_hgo_branch_policy_validation.m;tests/models/acoustoelastic_iop_hgo/test_acoustoelastic_iop_hgo_constitutive_identity.m;tests/models/acoustoelastic_iop_hgo/test_acoustoelastic_iop_hgo_fallback_invalidation.m;tests/models/acoustoelastic_iop_hgo/test_acoustoelastic_iop_hgo_internal_tracking_grid.m;tests/models/acoustoelastic_iop_hgo/test_ae_fit_synthetic_atlasA0.m;tests/models/mrlfe/test_mrlfe_diagnostic_material_sweep_contract.m;tests/models/mrlfe/test_mrlfe_elastic_reference_buffer.m;tests/models/mrlfe/test_mrlfe_etaS_fit_forward_cache.m;tests/models/mrlfe/test_mrlfe_etaS_zero_diagnostic_selection.m;tests/models/mrlfe/test_mrlfe_etaS_zero_limit.m;tests/models/mrlfe/test_mrlfe_fit_fast_options_quality.m;tests/models/mrlfe/test_mrlfe_fit_synthetic_A0Like.m;tests/models/mrlfe/test_mrlfe_internal_grid_quality_guard.m;tests/models/mrlfe/test_mrlfe_internal_tracking_grid.m;tests/models/mrlfe/test_mrlfe_internal_tracking_grid_with_buffer.m;tests/models/mrlfe/test_mrlfe_legacy_cleanup_characterization.m;tests/models/mrlfe/test_mrlfe_maintained_entrypoints_naming.m;tests/models/mrlfe/test_mrlfe_model_candidate_names.m;tests/models/mrlfe/test_mrlfe_neutral_tracker_termination_contract.m;tests/models/mrlfe/test_mrlfe_no_legacy_routes.m;tests/models/mrlfe/test_mrlfe_numerical_preset_grids.m;tests/models/mrlfe/test_mrlfe_production_core_characterization.m;tests/models/mrlfe/test_mrlfe_production_core_contract.m;tests/models/mrlfe/test_mrlfe_production_core_performance.m;tests/models/mrlfe/test_mrlfe_production_core_presets.m;tests/models/mrlfe/test_mrlfe_public_contract_characterization.m;tests/models/mrlfe/test_mrlfe_public_contract_defaults.m;tests/models/mrlfe/test_mrlfe_public_contract_result_schema.m;tests/models/mrlfe/test_mrlfe_public_contract_validation.m;tests/models/mrlfe/test_mrlfe_residual_objective_contract.m;tests/models/mrlfe/test_mrlfe_robust_start_contract.m;tests/models/mrlfe/test_mrlfe_smoke.m;tests/models/mrlfe/test_mrlfe_solve_frequency_override.m;tests/models/mrlfe/test_mrlfe_termination_policy.m;tests/models/mrlfe/test_mrlfe_tracking_quality_summary.m;tests/models/mrlfe/test_mrlfe_tracking_strategy_comparison.m;tests/models/mrlfe/test_mrlfe_viscous_default_internal_tracking_grid.m;tests/models/rayleigh_lamb/test_rl_fit_evaluator_branch_consistency.m;tests/models/rayleigh_lamb/test_rl_fit_synthetic_A0.m;tests/runners/run_acoustoelastic_smoke_tests.m;tests/runners/run_ae_extended_tests.m;tests/runners/run_ae_quick_tests.m;tests/runners/run_all_smoke_tests.m;tests/runners/run_core_contract_tests.m;tests/runners/run_core_numerical_regression_tests.m;tests/runners/run_core_smoke_tests.m;tests/runners/run_execution_profile_cleanup_tests.m;tests/runners/run_execution_profile_contract_tests.m;tests/runners/run_execution_profile_diagnostics_tests.m;tests/runners/run_execution_profile_end_to_end_tests.m;tests/runners/run_execution_profile_infrastructure_tests.m;tests/runners/run_execution_profile_integration_tests.m;tests/runners/run_execution_profile_surface_tests.m;tests/runners/run_extended_integration_tests.m;tests/runners/run_fit_tool_interaction_contract_tests.m;tests/runners/run_fit_tool_interaction_tests.m;tests/runners/run_fit_tool_requested_curve_tests.m;tests/runners/run_fit_validation_tests.m;tests/runners/run_gui_execution_profile_tests.m;tests/runners/run_gui_extended_tests.m;tests/runners/run_gui_quick_tests.m;tests/runners/run_gui_smoke_tests.m;tests/runners/run_mrlfe_fit_public_solver_tests.m;tests/runners/run_mrlfe_fitting_regression_tests.m;tests/runners/run_mrlfe_legacy_cleanup_tests.m;tests/runners/run_mrlfe_main_gui_public_solver_tests.m;tests/runners/run_mrlfe_neutral_production_helper_tests.m;tests/runners/run_mrlfe_production_core_contract_tests.m;tests/runners/run_mrlfe_production_core_extended_tests.m;tests/runners/run_mrlfe_production_core_performance_tests.m;tests/runners/run_mrlfe_production_core_tests.m;tests/runners/run_mrlfe_public_api_contract_tests.m;tests/runners/run_mrlfe_public_contract_tests.m;tests/runners/run_mrlfe_public_result_contract_tests.m;tests/runners/run_mrlfe_smoke_tests.m;tests/runners/run_mrlfe_sweeptool_public_solver_tests.m;tests/runners/run_numerical_regression_tests.m;tests/runners/run_performance_and_benchmark_tests.m;tests/runners/run_quick_contract_tests.m;tests/runners/run_quick_smoke_tests.m;tests/shared/fitting/test_fitting_helpers_smoke.m,explicit dynamic reference,tests/app/execution_profiles/test_execution_profile_cleanup_contract.m;tests/app/execution_profiles/test_execution_profile_state_transition_contract.m;tests/app/execution_profiles/test_execution_profile_surface_metadata.m;tests/app/execution_profiles/test_gui_execution_profile_normalization.m;tests/app/execution_profiles/test_model_execution_profile_resolvers.m;tests/app/execution_profiles/test_mrlfe_execution_profile_benchmark_contract.m;tests/app/fitting/test_fit_tool_interaction_helpers.m;tests/app/fitting/test_fit_tool_model_registry_contract.m;tests/app/fitting/test_gui_fit_registry_contract.m;tests/app/fitting/test_mrlfe_fit_public_solver_characterization.m;tests/app/fitting/test_mrlfe_fit_uses_public_solver.m;tests/app/gui/test_mrlfe_main_gui_characterization.m;tests/app/gui/test_mrlfe_main_gui_uses_public_solver.m;tests/app/sweeps/test_mrlfe_sweep_point_characterization.m;tests/app/sweeps/test_mrlfe_sweep_uses_public_solver.m;tests/models/acoustoelastic_iop_hgo/test_acoustoelastic_iop_hgo_atlasA0_smoke.m;tests/models/acoustoelastic_iop_hgo/test_acoustoelastic_iop_hgo_branch_persistence_refinement.m;tests/models/acoustoelastic_iop_hgo/test_acoustoelastic_iop_hgo_branch_policy_validation.m;tests/models/acoustoelastic_iop_hgo/test_acoustoelastic_iop_hgo_constitutive_identity.m;tests/models/acoustoelastic_iop_hgo/test_acoustoelastic_iop_hgo_fallback_invalidation.m;tests/models/acoustoelastic_iop_hgo/test_acoustoelastic_iop_hgo_internal_tracking_grid.m;tests/models/acoustoelastic_iop_hgo/test_ae_fit_synthetic_atlasA0.m;tests/models/mrlfe/test_mrlfe_diagnostic_material_sweep_contract.m;tests/models/mrlfe/test_mrlfe_elastic_reference_buffer.m;tests/models/mrlfe/test_mrlfe_etaS_fit_forward_cache.m;tests/models/mrlfe/test_mrlfe_etaS_zero_diagnostic_selection.m;tests/models/mrlfe/test_mrlfe_etaS_zero_limit.m;tests/models/mrlfe/test_mrlfe_fit_fast_options_quality.m;tests/models/mrlfe/test_mrlfe_fit_synthetic_A0Like.m;tests/models/mrlfe/test_mrlfe_internal_grid_quality_guard.m;tests/models/mrlfe/test_mrlfe_internal_tracking_grid.m;tests/models/mrlfe/test_mrlfe_internal_tracking_grid_with_buffer.m;tests/models/mrlfe/test_mrlfe_legacy_cleanup_characterization.m;tests/models/mrlfe/test_mrlfe_maintained_entrypoints_naming.m;tests/models/mrlfe/test_mrlfe_model_candidate_names.m;tests/models/mrlfe/test_mrlfe_neutral_tracker_termination_contract.m;tests/models/mrlfe/test_mrlfe_no_legacy_routes.m;tests/models/mrlfe/test_mrlfe_numerical_preset_grids.m;tests/models/mrlfe/test_mrlfe_production_core_characterization.m;tests/models/mrlfe/test_mrlfe_production_core_contract.m;tests/models/mrlfe/test_mrlfe_production_core_performance.m;tests/models/mrlfe/test_mrlfe_production_core_presets.m;tests/models/mrlfe/test_mrlfe_public_contract_characterization.m;tests/models/mrlfe/test_mrlfe_public_contract_defaults.m;tests/models/mrlfe/test_mrlfe_public_contract_result_schema.m;tests/models/mrlfe/test_mrlfe_public_contract_validation.m;tests/models/mrlfe/test_mrlfe_residual_objective_contract.m;tests/models/mrlfe/test_mrlfe_robust_start_contract.m;tests/models/mrlfe/test_mrlfe_smoke.m;tests/models/mrlfe/test_mrlfe_solve_frequency_override.m;tests/models/mrlfe/test_mrlfe_termination_policy.m;tests/models/mrlfe/test_mrlfe_tracking_quality_summary.m;tests/models/mrlfe/test_mrlfe_tracking_strategy_comparison.m;tests/models/mrlfe/test_mrlfe_viscous_default_internal_tracking_grid.m;tests/models/rayleigh_lamb/test_rl_fit_evaluator_branch_consistency.m;tests/models/rayleigh_lamb/test_rl_fit_synthetic_A0.m;tests/runners/run_acoustoelastic_smoke_tests.m;tests/runners/run_ae_extended_tests.m;tests/runners/run_ae_quick_tests.m;tests/runners/run_all_smoke_tests.m;tests/runners/run_core_contract_tests.m;tests/runners/run_core_numerical_regression_tests.m;tests/runners/run_core_smoke_tests.m;tests/runners/run_execution_profile_cleanup_tests.m;tests/runners/run_execution_profile_contract_tests.m;tests/runners/run_execution_profile_diagnostics_tests.m;tests/runners/run_execution_profile_end_to_end_tests.m;tests/runners/run_execution_profile_infrastructure_tests.m;tests/runners/run_execution_profile_integration_tests.m;tests/runners/run_execution_profile_surface_tests.m;tests/runners/run_extended_integration_tests.m;tests/runners/run_fit_tool_interaction_contract_tests.m;tests/runners/run_fit_tool_interaction_tests.m;tests/runners/run_fit_tool_requested_curve_tests.m;tests/runners/run_fit_validation_tests.m;tests/runners/run_gui_execution_profile_tests.m;tests/runners/run_gui_extended_tests.m;tests/runners/run_gui_quick_tests.m;tests/runners/run_gui_smoke_tests.m;tests/runners/run_mrlfe_fit_public_solver_tests.m;tests/runners/run_mrlfe_fitting_regression_tests.m;tests/runners/run_mrlfe_legacy_cleanup_tests.m;tests/runners/run_mrlfe_main_gui_public_solver_tests.m;tests/runners/run_mrlfe_neutral_production_helper_tests.m;tests/runners/run_mrlfe_production_core_contract_tests.m;tests/runners/run_mrlfe_production_core_extended_tests.m;tests/runners/run_mrlfe_production_core_performance_tests.m;tests/runners/run_mrlfe_production_core_tests.m;tests/runners/run_mrlfe_public_api_contract_tests.m;tests/runners/run_mrlfe_public_contract_tests.m;tests/runners/run_mrlfe_public_result_contract_tests.m;tests/runners/run_mrlfe_smoke_tests.m;tests/runners/run_mrlfe_sweeptool_public_solver_tests.m;tests/runners/run_numerical_regression_tests.m;tests/runners/run_performance_and_benchmark_tests.m;tests/runners/run_quick_contract_tests.m;tests/runners/run_quick_smoke_tests.m;tests/shared/fitting/test_fitting_helpers_smoke.m,README.md;docs/architecture/execution_profiles_audit.md;docs/architecture/execution_profiles_dependency_map.md;docs/models/mrlfe/README.md;docs/models/mrlfe/fitting_workflow.md;docs/models/mrlfe/production_core.md;docs/models/mrlfe/public_api.md;docs/project/active_context.md;docs/repository/maintained_entrypoints.md;docs/repository/mrlfe_line_and_repository_density_audit.md;docs/repository/naming_strategy.md;docs/repository/repository_cleanup_phase1_report.md;docs/repository/test_baseline_failure_diagnosis.md;docs/repository/test_suite_audit.md;docs/repository/test_suite_final_architecture.md;docs/repository/validation_status.md;docs/validation/mrlfe_legacy_route_inventory.md;docs/validation/mrlfe_robust_start.md;docs/workflows/fitting/architecture.md;docs/workflows/gui/adapter_architecture.md;docs/workflows/gui/mrlfe_atlas_policy_integration.md;docs/workflows/sweeps/sweep_tool_usage.md,retain,,high,"public contract, production core, quick smoke",git-tracked; exact token callers=108; test references=98; documentation references=22,""
models/mrlfe/api/mrlfeValidateRequest.m,.m,models,85,71,main production line,"public API or production solver helper",1,models/mrlfe/configuration/mrlfeResolveConfiguration.m;tests/models/mrlfe/test_mrlfe_public_contract_validation.m;tests/runners/run_mrlfe_public_contract_tests.m,none found,tests/models/mrlfe/test_mrlfe_public_contract_validation.m;tests/runners/run_mrlfe_public_contract_tests.m,docs/repository/maintained_entrypoints.md;docs/repository/mrlfe_line_and_repository_density_audit.md,retain,,high,"public contract, production core, quick smoke",git-tracked; exact token callers=3; test references=2; documentation references=2,""
models/mrlfe/configuration/mrlfeGetNumericalPreset.m,.m,models,73,65,main production line,"public API or production solver helper",1,models/mrlfe/api/mrlfeValidateRequest.m;models/mrlfe/configuration/mrlfeResolveConfiguration.m;tests/models/mrlfe/test_mrlfe_numerical_preset_grids.m;tests/models/mrlfe/test_mrlfe_public_contract_defaults.m;tests/runners/run_mrlfe_public_contract_tests.m,none found,tests/models/mrlfe/test_mrlfe_numerical_preset_grids.m;tests/models/mrlfe/test_mrlfe_public_contract_defaults.m;tests/runners/run_mrlfe_public_contract_tests.m,docs/models/mrlfe/public_api.md;docs/repository/maintained_entrypoints.md;docs/repository/mrlfe_line_and_repository_density_audit.md,retain,,high,"public contract, production core, quick smoke",git-tracked; exact token callers=5; test references=3; documentation references=3,""
models/mrlfe/configuration/mrlfeResolveConfiguration.m,.m,models,173,154,main production line,"public API or production solver helper",1,analysis/repository_audit/buildRepositoryDensityAudit.m;models/mrlfe/api/mrlfeSolve.m;tests/models/mrlfe/test_mrlfe_neutral_seed_contract.m;tests/models/mrlfe/test_mrlfe_no_legacy_route_flags.m;tests/models/mrlfe/test_mrlfe_numerical_preset_grids.m;tests/models/mrlfe/test_mrlfe_public_contract_validation.m;tests/models/mrlfe/test_mrlfe_solve_frequency_override.m;tests/runners/run_mrlfe_public_contract_tests.m,explicit dynamic reference,tests/models/mrlfe/test_mrlfe_neutral_seed_contract.m;tests/models/mrlfe/test_mrlfe_no_legacy_route_flags.m;tests/models/mrlfe/test_mrlfe_numerical_preset_grids.m;tests/models/mrlfe/test_mrlfe_public_contract_validation.m;tests/models/mrlfe/test_mrlfe_solve_frequency_override.m;tests/runners/run_mrlfe_public_contract_tests.m,docs/models/mrlfe/production_core.md;docs/models/mrlfe/public_api.md;docs/repository/maintained_entrypoints.md;docs/repository/mrlfe_line_and_repository_density_audit.md,refactor,retain orchestrator; extract RL seed/internal option translation only,high,"public contract, production core, quick smoke",git-tracked; exact token callers=8; test references=6; documentation references=4,"Defaults, public validation, preset resolution, RL coupling, tracking and termination options are dense."
models/mrlfe/core/mrlfeBuildProblem.m,.m,models,42,35,main production line,"public API or production solver helper",1,models/mrlfe/api/mrlfeSolve.m;models/mrlfe/tracking/mrlfeTrackBranchRobustStart.m;tests/models/mrlfe/test_mrlfe_neutral_seed_contract.m;tests/models/mrlfe/test_mrlfe_numerical_preset_grids.m;tests/models/mrlfe/test_mrlfe_production_core_contract.m;tests/models/mrlfe/test_mrlfe_solve_frequency_override.m,none found,tests/models/mrlfe/test_mrlfe_neutral_seed_contract.m;tests/models/mrlfe/test_mrlfe_numerical_preset_grids.m;tests/models/mrlfe/test_mrlfe_production_core_contract.m;tests/models/mrlfe/test_mrlfe_solve_frequency_override.m,docs/models/mrlfe/production_core.md;docs/models/mrlfe/public_api.md;docs/repository/maintained_entrypoints.md;docs/repository/mrlfe_line_and_repository_density_audit.md,retain,,high,"public contract, production core, quick smoke",git-tracked; exact token callers=6; test references=4; documentation references=4,""
models/mrlfe/core/mrlfeMatrix.m,.m,models,80,58,main production line,"public API or production solver helper",1,models/mrlfe/core/objectiveMRLFEResidual.m;tests/models/mrlfe/test_mrlfe_maintained_entrypoints_naming.m,none found,tests/models/mrlfe/test_mrlfe_maintained_entrypoints_naming.m,,retain,,high,"public contract, production core, quick smoke",git-tracked; exact token callers=2; test references=1; documentation references=0,""
models/mrlfe/core/mrlfeResidual.m,.m,models,26,14,main production line,"public API or production solver helper",1,examples/mrlfe/diagnostics/compare_mrlfe_tracker_vs_condition_peaks.m;examples/mrlfe/diagnostics/diagnose_mrlfe_visco_residual_landscape.m;models/mrlfe/solvers/refineMRLFEComplexKRoot.m;models/mrlfe/solvers/refineMRLFERealKRoot.m;models/mrlfe/tracking/mrlfeTrackBranchAdaptive.m;tests/models/mrlfe/test_mrlfe_residual_objective_contract.m,none found,tests/models/mrlfe/test_mrlfe_residual_objective_contract.m,docs/models/mrlfe/archive/pending_cleanup.md,retain,,high,"public contract, production core, quick smoke",git-tracked; exact token callers=6; test references=1; documentation references=1,""
models/mrlfe/core/mrlfeResolveSolveFrequencyGrid.m,.m,models,159,137,main production line,"public API or production solver helper",1,models/mrlfe/core/mrlfeBuildProblem.m,none found,,docs/validation/mrlfe_grid_presets.md,retain,,high,"public contract, production core, quick smoke",git-tracked; exact token callers=1; test references=0; documentation references=1,""
models/mrlfe/core/objectiveMRLFEResidual.m,.m,models,61,40,main production line,"public API or production solver helper",1,models/mrlfe/core/mrlfeResidual.m;tests/models/mrlfe/test_mrlfe_residual_objective_contract.m;tests/runners/run_mrlfe_smoke_tests.m,none found,tests/models/mrlfe/test_mrlfe_residual_objective_contract.m;tests/runners/run_mrlfe_smoke_tests.m,README.md;docs/models/mrlfe/archive/pending_cleanup.md;docs/repository/maintained_entrypoints.md,retain,,high,"public contract, production core, quick smoke",git-tracked; exact token callers=3; test references=2; documentation references=3,""
models/mrlfe/options/defaultMRLFEParams.m,.m,models,17,13,main production line,"public API or production solver helper",1,analysis/execution_profiles/benchmarkMRLFEExecutionProfiles.m;analysis/execution_profiles/validateExecutionProfileMatrix.m;analysis/mrlfe/compareMRLFETrackingStrategies.m;analysis/mrlfe/mrlfeBuildFitProblem.m;analysis/mrlfe/mrlfeDefaultSweepOptions.m;analysis/runParametricSweep.m;app/LambFundamental_GUI.m;app/SweepTool_GUI.m;app/adapters/guiRunMRLFEModel.m;app/adapters/guiRunMRLFESweep.m;app/mrlfeResolveExecutionProfile.m;examples/mrlfe/basic/compare_mrlfe_elastic_vs_visco_cp.m;examples/mrlfe/diagnostics/compare_mrlfe_tracker_vs_condition_peaks.m;examples/mrlfe/diagnostics/diagnose_mrlfe_atlas_primary_policy_matrix.m;examples/mrlfe/diagnostics/diagnose_mrlfe_gui_performance_32kHz.m;examples/mrlfe/diagnostics/diagnose_mrlfe_visco_residual_landscape.m;models/mrlfe/configuration/mrlfeResolveConfiguration.m;models/rayleigh_lamb/core/rlComputeFundamentalLambModes.m;tests/app/execution_profiles/test_execution_profile_surface_metadata.m;tests/app/gui/test_gui_normalized_adapters_smoke.m;tests/app/gui/test_mrlfe_main_gui_characterization.m;tests/app/gui/test_mrlfe_main_gui_consumer_equivalence.m;tests/app/gui/test_mrlfe_main_gui_result_contract.m;tests/app/gui/test_mrlfe_main_gui_uses_public_solver.m;tests/models/mrlfe/test_mrlfe_elastic_reference_buffer.m;tests/models/mrlfe/test_mrlfe_etaS_zero_diagnostic_selection.m;tests/models/mrlfe/test_mrlfe_etaS_zero_limit.m;tests/models/mrlfe/test_mrlfe_internal_tracking_grid.m;tests/models/mrlfe/test_mrlfe_internal_tracking_grid_with_buffer.m;tests/models/mrlfe/test_mrlfe_legacy_cleanup_characterization.m;tests/models/mrlfe/test_mrlfe_model_candidate_names.m;tests/models/mrlfe/test_mrlfe_residual_objective_contract.m;tests/models/mrlfe/test_mrlfe_smoke.m;tests/models/mrlfe/test_mrlfe_tracking_quality_summary.m;tests/models/mrlfe/test_mrlfe_viscous_default_internal_tracking_grid.m;tests/shared/regression/test_lightweight_numerical_regression.m,none found,tests/app/execution_profiles/test_execution_profile_surface_metadata.m;tests/app/gui/test_gui_normalized_adapters_smoke.m;tests/app/gui/test_mrlfe_main_gui_characterization.m;tests/app/gui/test_mrlfe_main_gui_consumer_equivalence.m;tests/app/gui/test_mrlfe_main_gui_result_contract.m;tests/app/gui/test_mrlfe_main_gui_uses_public_solver.m;tests/models/mrlfe/test_mrlfe_elastic_reference_buffer.m;tests/models/mrlfe/test_mrlfe_etaS_zero_diagnostic_selection.m;tests/models/mrlfe/test_mrlfe_etaS_zero_limit.m;tests/models/mrlfe/test_mrlfe_internal_tracking_grid.m;tests/models/mrlfe/test_mrlfe_internal_tracking_grid_with_buffer.m;tests/models/mrlfe/test_mrlfe_legacy_cleanup_characterization.m;tests/models/mrlfe/test_mrlfe_model_candidate_names.m;tests/models/mrlfe/test_mrlfe_residual_objective_contract.m;tests/models/mrlfe/test_mrlfe_smoke.m;tests/models/mrlfe/test_mrlfe_tracking_quality_summary.m;tests/models/mrlfe/test_mrlfe_viscous_default_internal_tracking_grid.m;tests/shared/regression/test_lightweight_numerical_regression.m,,retain,,high,"public contract, production core, quick smoke",git-tracked; exact token callers=36; test references=18; documentation references=0,""
models/mrlfe/policies/mrlfeApplyTerminationPolicy.m,.m,models,40,35,main production line,"public API or production solver helper",1,models/mrlfe/solvers/mrlfeSolveElasticBranch.m;models/mrlfe/solvers/mrlfeSolveViscoelasticBranch.m;tests/models/mrlfe/test_mrlfe_production_core_contract.m,none found,tests/models/mrlfe/test_mrlfe_production_core_contract.m,docs/models/mrlfe/production_core.md;docs/models/mrlfe/public_api.md;docs/repository/maintained_entrypoints.md;docs/repository/mrlfe_line_and_repository_density_audit.md;docs/validation/mrlfe_legacy_route_inventory.md;docs/validation/mrlfe_robust_start.md,retain,,high,"public contract, production core, quick smoke",git-tracked; exact token callers=3; test references=1; documentation references=6,""
models/mrlfe/policies/mrlfeEvaluatePhysicalTail.m,.m,models,126,113,main production line,"public API or production solver helper",1,models/mrlfe/policies/mrlfeApplyTerminationPolicy.m,none found,,docs/models/mrlfe/production_core.md;docs/models/mrlfe/public_api.md;docs/repository/maintained_entrypoints.md;docs/repository/mrlfe_line_and_repository_density_audit.md;docs/validation/mrlfe_legacy_route_inventory.md,retain,,high,"public contract, production core, quick smoke",git-tracked; exact token callers=1; test references=0; documentation references=5,""
models/mrlfe/quality/mrlfeEvaluateBranchQuality.m,.m,models,59,53,main production line,"public API or production solver helper",1,models/mrlfe/results/mrlfeBuildResult.m;tests/runners/run_mrlfe_public_contract_tests.m,none found,tests/runners/run_mrlfe_public_contract_tests.m,docs/repository/maintained_entrypoints.md;docs/repository/mrlfe_line_and_repository_density_audit.md,retain,,high,"public contract, production core, quick smoke",git-tracked; exact token callers=2; test references=1; documentation references=2,""
models/mrlfe/results/mrlfeBuildInternalBranchResult.m,.m,models,124,110,main production line,"public API or production solver helper",1,analysis/repository_audit/buildRepositoryDensityAudit.m;models/mrlfe/solvers/mrlfeSolveElasticBranch.m;models/mrlfe/solvers/mrlfeSolveViscoelasticBranch.m,explicit dynamic reference,,docs/models/mrlfe/production_core.md;docs/repository/mrlfe_line_and_repository_density_audit.md,refactor,stable public diagnostics plus explicit debug-only raw internals,high,"public contract, production core, quick smoke",git-tracked; exact token callers=3; test references=0; documentation references=2,"Current public result exposes the complete raw internal result and RL seed result."
